"filename", "language", "Java", "comment", "blank", "total"
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\jingong\ZhenfaMul.java", "Java", 11, 0, 4, 15
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\special\ArrowCountMax.java", "Java", 4, 0, 1, 5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\special\Danlu.java", "Java", 3, 0, 2, 5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\special\IsBow.java", "Java", 4, 0, 1, 5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\special\SlotWithId.java", "Java", 117, 0, 8, 125
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\AttackRange.java", "Java", 8, 0, 2, 10
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\AttackSpeed.java", "Java", 8, 0, 1, 9
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\DingLi.java", "Java", 8, 0, 1, 9
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\Hp.java", "Java", 8, 0, 1, 9
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\HpMul.java", "Java", 54, 0, 11, 65
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\Jump.java", "Java", 8, 0, 1, 9
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\attribute\attributes\vanilla\Speed.java", "Java", 11, 0, 1, 12
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\commands\Test.java", "Java", 4, 0, 2, 6
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\commands\playercommand\Sell.java", "Java", -15, 0, -4, -19
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\data\DanData.java", "Java", 6, 0, 0, 6
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\data\Data.java", "Java", 7, 0, 1, 8
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\data\GongData.java", "Java", 6, 0, 3, 9
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\data\ZhanData.java", "Java", 1, 0, 0, 1
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\data\slot\SlotBuilder.java", "Java", 2, 0, 1, 3
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Inventory\Click.java", "Java", 1, 0, -2, -1
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Inventory\Close.java", "Java", 16, 0, 0, 16
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\Damage.java", "Java", 6, 0, 4, 10
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\DamageByEntity.java", "Java", 16, 0, 5, 21
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\RegainHealth.java", "Java", 3, 0, 1, 4
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\ConsumeItem.java", "Java", 7, 0, -1, 6
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Interact.java", "Java", 49, 0, 2, 51
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Join.java", "Java", -2, 0, -1, -3
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\LevelChange.java", "Java", 2, 0, 0, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\guis\DuanZao.java", "Java", 23, 0, 11, 34
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\guis\Yh.java", "Java", 3, 0, 0, 3
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\Book.java", "Java", 3, 0, 0, 3
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorChest.java", "Java", 353, 0, 0, 353
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorFeet.java", "Java", 341, 0, 0, 341
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorHead.java", "Java", 341, 0, 0, 341
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorLeg.java", "Java", 344, 0, 0, 344
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\BiWeapon.java", "Java", 330, 0, 6, 336
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Fabao.java", "Java", 318, 0, 9, 327
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Shipin.java", "Java", 927, 0, 14, 941
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Weapon.java", "Java", 620, 0, 0, 620
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\YiQi.java", "Java", 237, 0, 0, 237
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\shilian\huancheng\HuanCheng.java", "Java", 8, 0, -1, 7
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\Act.java", "Java", -37, 0, -21, -58
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\BaoJi.java", "Java", -26, -1, -4, -31
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\Damage.java", "Java", 60, 4, 12, 76
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\DataContainer.java", "Java", 0, 1, 1, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\Init.java", "Java", 137, 0, 31, 168
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActBiWeapon.java", "Java", -3, 0, -2, -5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActFabao.java", "Java", -3, 0, -2, -5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActHujia.java", "Java", -45, 0, -11, -56
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActShipin.java", "Java", -3, 0, -2, -5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActWeapon.java", "Java", -3, 0, -2, -5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActYiqi.java", "Java", -3, 0, -2, -5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Fabao.java", "Java", 2, 0, 0, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Shipin.java", "Java", 2, 0, 0, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\TieJiangPu.java", "Java", 2, 0, 0, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Yiqi.java", "Java", 2, 0, 0, 2
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoAttackObserver.java", "Java", 3, 0, 1, 4
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoAttackedObserver.java", "Java", 118, 0, 29, 147
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoBaojiObserver.java", "Java", 3, 0, 1, 4
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoCuredObserver.java", "Java", -16, 0, -1, -17
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoDeathObserver.java", "Java", 3, 0, 1, 4
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoHitObserver.java", "Java", 3, 0, 0, 3
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoHuDunObserver.java", "Java", 3, 0, 1, 4
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoJiNengObservers.java", "Java", 19, 0, 5, 24
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoPlayerProjectileObserver.java", "Java", 7, 0, 3, 10
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoZhenfaObserver.java", "Java", 20, 0, 4, 24
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\hujia\Xie1.java", "Java", 33, 0, 9, 42
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\hujia\Xie2345.java", "Java", 39, 1, 10, 50
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\hujia\Xiong1.java", "Java", 6, 0, 2, 8
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\hujia\Xiong2345.java", "Java", 38, 0, 9, 47
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\other\ReflectProjectile.java", "Java", 58, 0, 17, 75
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\other\SaleTask.java", "Java", 6, 0, 1, 7
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\ComponentSet.java", "Java", 13, 0, -3, 10
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\GetEntity.java", "Java", 6, 0, 1, 7
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\LocationCheck.java", "Java", 52, 38, 26, 116
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\MoveEntity.java", "Java", 7, 0, 1, 8
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\MyLootTable.java", "Java", 10, 1, 1, 12
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\MySocket.java", "Java", 38, 0, 2, 40
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\PlaySound.java", "Java", 69, 0, 23, 92
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\SendInformation.java", "Java", 4, 0, 1, 5
"d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\Transfer.java", "Java", -1, 0, 2, 1
"Total", "-", 7020, 45, 608, 7673
