Date : 2024-10-18 14:33:33
Directory : d:\panling\yuehua-plugin\src\main
Total : 214 files,  48629 codes, 2554 comments, 7388 blanks, all 58571 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\MINGZHUTANG.java                       | Java     |         40 |          4 |         11 |         55 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\TIEJIANGPU.java                        | Java     |         40 |          4 |         11 |         55 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\XUESHIPIN.java                         | Java     |        129 |          4 |         25 |        158 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\YIBAOLOU.java                          | Java     |         40 |          4 |         11 |         55 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\Yiqi.java                              | Java     |        158 |          4 |         26 |        188 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\Ys1.java                               | Java     |        123 |          4 |         24 |        151 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\Ys2.java                               | Java     |        121 |          4 |         24 |        149 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\Ys3.java                               | Java     |        121 |          4 |         24 |        149 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\dz\ZhanWeapon.java                        | Java     |        158 |          4 |         26 |        188 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\food\HAIXIANFAN.java                      | Java     |         89 |          4 |         23 |        116 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\food\HUNCAIFAN.java                       | Java     |         89 |          4 |         23 |        116 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\food\SHUIGUOFAN.java                      | Java     |        116 |          4 |         25 |        145 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\food\SUSHIFAN.java                        | Java     |         89 |          4 |         23 |        116 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\fulin\FuLingTaiYi.java                    | Java     |         41 |          4 |         11 |         56 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\fulin\KEHUASHI1.java                      | Java     |        126 |          4 |         12 |        142 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\fulin\KEHUASHI2.java                      | Java     |        126 |          4 |         12 |        142 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\fulin\KEHUASHI3.java                      | Java     |        126 |          4 |         12 |        142 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\middle\BUMINSHI.java                      | Java     |         51 |          4 |         14 |         69 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\middle\QianZhuang.java                    | Java     |         86 |          4 |         17 |        107 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\middle\ZAHUO.java                         | Java     |         94 |          4 |         20 |        118 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\middle\ZHINV.java                         | Java     |         91 |          4 |         23 |        118 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Bingshuangshi.java                  | Java     |        117 |          4 |         27 |        148 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Cuilvshi.java                       | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Dianlanshi.java                     | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Hongyueshi.java                     | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Houtushi.java                       | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Jinhuangshi.java                    | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Miyinshi.java                       | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Suiyanshi.java                      | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Tulushi.java                        | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Xueseshi.java                       | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Yanyangshi.java                     | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Yaochijinmu.java                    | Java     |         41 |          4 |         19 |         64 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Yulushi.java                        | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\npc\yushi\Zijinshi.java                       | Java     |        116 |          4 |         27 |        147 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\entity\other\Pig.java                                | Java     |         18 |          5 |          4 |         27 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Inventory\Click.java                           | Java     |      1,561 |         27 |        148 |      1,736 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Inventory\Close.java                           | Java     |        137 |          0 |         12 |        149 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Inventory\Open.java                            | Java     |         18 |          0 |          4 |         22 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Projectile\Hit.java                            | Java     |         36 |          1 |          8 |         45 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Projectile\Launch.java                         | Java     |         57 |          0 |         13 |         70 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\Spawner\Spawn.java                             | Java     |         17 |          3 |          8 |         28 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\AddToWorld.java                         | Java     |         25 |          0 |          7 |         32 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\Breed.java                              | Java     |         10 |          0 |          4 |         14 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\Damage.java                             | Java     |         74 |          2 |         25 |        101 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\DamageByEntity.java                     | Java     |        417 |         20 |        111 |        548 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\Death.java                              | Java     |         28 |          1 |          6 |         35 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\LoadCrossBow.java                       | Java     |         35 |          1 |          7 |         43 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\PotionSpLash.java                       | Java     |         32 |          0 |          5 |         37 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\RegainHealth.java                       | Java     |         31 |          0 |          4 |         35 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\RemoveFromWorld.java                    | Java     |         30 |          0 |          7 |         37 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\ShootBow.java                           | Java     |         78 |          4 |         28 |        110 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\SlimeSpilt.java                         | Java     |         10 |          0 |          3 |         13 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\entity\Transform.java                          | Java     |         10 |          0 |          4 |         14 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\ConsumeItem.java                        | Java     |         27 |          4 |         16 |         47 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Death.java                              | Java     |         25 |         69 |         13 |        107 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\DropItem.java                           | Java     |         17 |          0 |          4 |         21 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\FlowerPotManipulate.java                | Java     |         17 |          0 |          4 |         21 |
